S,0,12,502,0,0
S,1,4008,502,0,0
S,2,8008,502,0,0
S,3,12008,502,0,0
S,4,16008,502,0,0
S,5,20008,502,0,0
S,6,24008,502,0,0
S,7,28012,502,0,0
S,8,32008,502,0,0
S,9,36012,502,0,0
S,10,40008,502,0,0
S,11,44008,502,0,0
S,12,48008,502,0,0
S,13,52012,502,0,0
S,14,56012,502,0,0
S,15,60012,502,0,0
S,16,64012,505,0,0
S,17,68008,509,0,0
S,18,72008,513,0,0
S,19,76008,516,0,0
S,20,80008,520,0,0
S,21,84008,524,0,0
S,22,88008,528,0,0
S,23,92012,528,0,0
S,24,96008,524,0,0
S,25,100012,521,0,0
S,26,104008,517,0,0
S,27,108008,514,0,0
S,28,112012,510,0,0
S,29,116008,506,0,0
S,30,120008,503,0,0
S,31,124008,503,0,0
S,32,128008,503,0,0
S,33,132008,503,0,0
S,34,136008,503,0,0
S,35,140008,503,0,0
S,36,144008,503,0,0
S,37,148008,503,0,0
S,38,152012,503,0,0
S,39,156008,503,0,0
S,40,160008,496,0,0
S,41,164012,481,0,0
S,42,168008,466,0,0
S,43,172008,466,0,0
S,44,176008,481,0,0
S,45,180008,496,0,0
S,46,184008,503,0,0
S,47,188008,503,0,0
S,48,192008,588,0,0
S,49,196008,673,0,0
S,50,200008,759,0,0
S,51,204008,674,0,0
S,52,208008,589,0,0
S,53,212008,504,0,0
S,54,216008,504,0,0
S,55,220008,488,0,0
S,56,224008,472,0,0
S,57,228008,456,0,0
S,58,232008,439,0,0
S,59,236008,456,0,0
S,60,240008,472,0,0
S,61,244008,488,0,0
S,62,248008,504,0,0
S,63,252008,504,0,0
S,64,256008,504,0,0
S,65,260008,504,0,0
S,66,264008,504,0,0
S,67,268008,504,0,0
S,68,272012,504,0,0
S,69,276008,504,0,0
S,70,280008,504,0,0
S,71,284012,504,0,0
S,72,288008,507,0,0
S,73,292008,513,0,0
S,74,296012,518,0,0
S,75,300008,524,0,0
S,76,304008,529,0,0
S,77,308012,535,0,0
S,78,312008,540,0,0
S,79,316012,545,0,0
S,80,320008,550,0,0
S,81,324008,556,0,0
S,82,328008,561,0,0
S,83,332008,566,0,0
S,84,336008,571,0,0
S,85,340008,576,0,0
S,86,344008,582,0,0
S,87,348008,587,0,0
S,88,352008,587,0,0
S,89,356008,582,0,0
S,90,360012,576,0,0
S,91,364008,571,0,0
S,92,368008,566,0,0
S,93,372012,561,0,0
S,94,376008,556,0,0
S,95,380008,550,0,0
S,96,384008,545,0,0
S,97,388012,540,0,0
S,98,392008,535,0,0
S,99,396008,529,0,0
S,100,400012,525,0,0
S,101,404008,520,0,0
S,102,408008,515,0,0
S,103,412008,509,0,0
S,104,416008,506,0,0
S,105,420008,506,0,0
S,106,424008,506,0,0
S,107,428008,506,0,0
S,108,432008,506,0,0
S,109,436008,506,0,0
S,110,440008,506,0,0
S,111,444008,506,0,0
S,112,448008,506,0,0
S,113,452008,506,0,0
S,114,456008,506,0,0
S,115,460008,506,0,0
S,116,464008,506,0,0
S,117,468008,506,0,0
S,118,472008,506,0,0
S,119,476008,506,0,0
S,120,480008,506,0,0
S,121,484012,506,0,0
S,122,488008,506,0,0
S,123,492008,506,0,0
S,124,496008,506,0,0
S,125,500008,507,0,0
S,126,504008,507,0,0
S,127,508008,507,0,0
S,128,512008,507,0,0
S,129,516008,507,0,0
S,130,520012,507,0,0
S,131,524008,507,0,0
S,132,528008,507,0,0
S,133,532008,507,0,0
S,134,536008,507,0,0
S,135,540012,507,0,0
S,136,544012,510,0,0
S,137,548012,514,0,0
S,138,552008,518,0,0
S,139,556008,521,0,0
S,140,560008,525,0,0
S,141,564008,529,0,0
S,142,568008,533,0,0
S,143,572008,533,0,0
S,144,576008,529,0,0
S,145,580008,525,0,0
S,146,584008,521,0,0
S,147,588012,518,0,0
S,148,592008,514,0,0
S,149,596008,510,0,0
S,150,600008,508,0,0
S,151,604008,508,0,0
S,152,608008,508,0,0
S,153,612008,508,0,0
S,154,616008,508,0,0
S,155,620008,508,0,0
S,156,624008,508,0,0
S,157,628008,508,0,0
S,158,632008,508,0,0
S,159,636012,508,0,0
S,160,640008,501,0,0
S,161,644008,486,0,0
S,162,648008,471,0,0
S,163,652008,471,0,0
S,164,656008,486,0,0
S,165,660008,501,0,0
S,166,664012,508,0,0
S,167,668008,508,0,0
S,168,672008,593,0,0
S,169,676008,678,0,0
S,170,680012,762,0,0
S,171,684008,678,0,0
S,172,688008,593,0,0
S,173,692008,508,0,0
S,174,696008,508,0,0
S,175,700008,493,0,0
S,176,704008,477,0,0
S,177,708008,461,0,0
S,178,712012,445,0,0
S,179,716008,461,0,0
S,180,720008,477,0,0
S,181,724008,493,0,0
S,182,728008,509,0,0
S,183,732008,509,0,0
S,184,736008,509,0,0
S,185,740008,509,0,0
S,186,744008,509,0,0
S,187,748008,509,0,0
S,188,752008,509,0,0
S,189,756008,509,0,0
S,190,760008,509,0,0
S,191,764008,509,0,0
S,192,768008,512,0,0
S,193,772008,518,0,0
S,194,776008,523,0,0
S,195,780008,528,0,0
S,196,784008,533,0,0
S,197,788008,539,0,0
S,198,792008,544,0,0
S,199,796008,549,0,0
S,200,800012,555,0,0
S,201,804008,561,0,0
S,202,808008,566,0,0
S,203,812012,571,0,0
S,204,816012,576,0,0
S,205,820008,581,0,0
S,206,824008,587,0,0
S,207,828008,592,0,0
S,208,832012,592,0,0
S,209,836008,587,0,0
S,210,840008,581,0,0
S,211,844008,576,0,0
