record,annotator,fs,window_start_s,window_seconds,lead,tolerance_ms,n_ref_p,n_ref_r,n_ref_t,n_ref_qrs_onset,n_ref_qrs_offset,n_pred_p,n_pred_r,n_pred_t,unmapped_rate,p_matched,p_false_positive,p_missing,p_coverage,p_mae_ms,p_median_ae_ms,p_std_ms,p_mae_samples,p_unavailable_rate,r_matched,r_false_positive,r_missing,r_coverage,r_mae_ms,r_median_ae_ms,r_std_ms,r_mae_samples,r_unavailable_rate,t_matched,t_false_positive,t_missing,t_coverage,t_mae_ms,t_median_ae_ms,t_std_ms,t_mae_samples,t_unavailable_rate,q_vs_qrs_onset_approx_matched,q_vs_qrs_onset_approx_coverage,q_vs_qrs_onset_approx_mae_ms,q_vs_qrs_onset_approx_median_ae_ms,s_vs_qrs_offset_approx_matched,s_vs_qrs_offset_approx_coverage,s_vs_qrs_offset_approx_mae_ms,s_vs_qrs_offset_approx_median_ae_ms,overall_mae_ms,overall_median_ae_ms,overall_std_ms
sel100,q1c,250.0,600.66,24.528,0,150.0,30,30,30,30,30,30,30,30,0.0,30,0,0,1.0,15.866666666666667,12.0,16.764512784118985,3.966666666666667,0.0,30,0,0,1.0,4.133333333333334,4.0,2.186829262247563,1.0333333333333334,0.0,30,0,0,1.0,98.8,96.0,12.4,24.7,0.0,30,1.0,30.666666666666668,32.0,30,1.0,3.2,4.0,39.6,12.0,43.20925826718159
sel102,q1c,250.0,600.416,90.0,0,150.0,0,56,56,56,56,109,109,108,0.14285714285714285,0,109,0,0.0,,,,,1.0,56,53,0,1.0,45.07142857142857,44.0,38.161779682968515,11.267857142857142,0.0,56,52,0,1.0,72.71428571428571,76.0,17.519085802259738,18.178571428571427,0.0,56,1.0,24.857142857142858,22.0,56,1.0,80.0,80.0,58.892857142857146,68.0,27.569184771762693
sel103,q1c,250.0,600.436,26.296,0,150.0,30,30,30,30,30,31,31,31,0.1,30,1,0,1.0,9.6,8.0,8.999753083032642,2.4,0.0,30,1,0,1.0,4.4,4.0,3.6781637931023257,1.1,0.0,30,1,0,1.0,9.866666666666667,6.0,16.83594039217557,2.466666666666667,0.0,30,1.0,20.4,20.0,30,1.0,13.333333333333334,12.0,7.955555555555556,4.0,9.323698730905637
sel104,q1c,250.0,600.968,90.0,0,150.0,13,62,62,62,62,148,148,147,0.006550218340611353,13,135,0,1.0,26.153846153846153,12.0,41.260609179003715,6.538461538461538,0.7903225806451613,62,86,0,1.0,26.903225806451612,12.0,38.99470334106478,6.725806451612903,0.0,54,93,8,0.8709677419354839,55.48148148148148,34.0,73.52451696771679,13.87037037037037,0.0,62,1.0,47.61290322580645,24.0,61,0.9838709677419355,49.049180327868854,52.0,38.7906976744186,20.0,41.523258527457315
sel114,q1c,250.0,600.304,90.0,0,150.0,30,30,30,30,30,160,161,161,0.0,30,130,0,1.0,21.2,16.0,28.215362245887725,5.3,0.0,30,131,0,1.0,18.8,22.0,15.428112867964982,4.7,0.0,30,131,0,1.0,48.93333333333333,36.0,43.37925771610207,12.233333333333333,0.0,30,1.0,50.0,56.0,30,1.0,30.133333333333333,28.0,29.644444444444446,20.0,29.68812374263528
sel116,q1c,250.0,600.496,90.0,0,150.0,44,44,44,44,44,117,117,117,0.06140350877192982,44,73,0,1.0,12.0,8.0,9.848438228327884,3.0,0.0,44,73,0,1.0,2.5454545454545454,4.0,1.9241827716833386,0.6363636363636364,0.0,44,73,0,1.0,9.545454545454545,8.0,10.276749011624926,2.3863636363636362,0.0,44,1.0,17.545454545454547,16.0,44,1.0,9.909090909090908,8.0,8.030303030303031,4.0,8.067836811516674
sel117,q1c,250.0,601.356,35.424,0,150.0,30,30,30,30,30,60,61,61,0.04198473282442748,30,30,0,1.0,7.866666666666666,4.0,9.379883913046164,1.9666666666666666,0.0,30,31,0,1.0,12.266666666666667,12.0,11.43561687594217,3.066666666666667,0.0,30,31,0,1.0,15.333333333333334,12.0,18.913134765730053,3.8333333333333335,0.0,30,1.0,18.133333333333333,16.0,30,1.0,23.866666666666667,24.0,11.822222222222223,12.0,10.61506034711247
sel123,q1c,250.0,600.96,37.292,0,150.0,30,30,30,30,30,51,51,51,0.09731543624161074,30,21,0,1.0,9.866666666666667,8.0,10.6198974675946,2.466666666666667,0.0,30,21,0,1.0,5.066666666666666,4.0,2.908989897236191,1.2666666666666666,0.0,30,21,0,1.0,59.06666666666667,74.0,42.34062929254699,14.766666666666667,0.0,30,1.0,19.333333333333332,20.0,30,1.0,20.133333333333333,16.0,24.666666666666668,8.0,31.828708215487893
sel14046,q1c,250.0,600.12,90.0,0,150.0,30,30,30,30,30,128,128,128,0.0,30,98,0,1.0,10.933333333333334,12.0,4.836895239257881,2.7333333333333334,0.0,30,98,0,1.0,4.8,4.0,2.8095076674273964,1.2,0.0,30,98,0,1.0,6.533333333333333,4.0,7.752848938723536,1.6333333333333333,0.0,30,1.0,14.666666666666666,16.0,30,1.0,25.733333333333334,26.0,7.4222222222222225,8.0,5.2174446230948845
sel14157,q1c,250.0,602.18,27.952,0,150.0,28,30,30,30,30,35,36,36,0.032,28,7,0,1.0,41.142857142857146,42.0,8.935140440635365,10.285714285714286,0.06666666666666665,30,6,0,1.0,17.2,16.0,3.7452191747168375,4.3,0.0,30,6,0,1.0,87.6,84.0,42.2784421031176,21.9,0.0,30,1.0,12.666666666666666,12.0,30,1.0,30.933333333333334,32.0,48.81818181818182,42.0,31.142832771889125
sel14172,q1c,250.0,601.284,90.0,0,150.0,39,39,39,39,39,105,105,105,0.08333333333333333,39,66,0,1.0,10.461538461538462,12.0,5.572544700392256,2.6153846153846154,0.0,39,66,0,1.0,5.435897435897436,4.0,7.570314702459871,1.358974358974359,0.0,39,66,0,1.0,44.82051282051282,48.0,42.79640039672148,11.205128205128204,0.0,39,1.0,31.076923076923077,8.0,39,1.0,40.41025641025641,40.0,20.23931623931624,12.0,26.014016462744163
sel15814,q1c,250.0,600.152,30.636,0,150.0,30,30,30,30,30,34,34,34,0.0,30,4,0,1.0,6.666666666666667,6.0,7.075466219424853,1.6666666666666667,0.0,30,4,0,1.0,3.066666666666667,4.0,3.3862466931200785,0.7666666666666667,0.0,30,4,0,1.0,124.66666666666667,130.0,24.681076871878087,31.166666666666668,0.0,30,1.0,57.46666666666667,56.0,30,1.0,101.46666666666667,104.0,44.8,8.0,58.348226670187294
sel16265,q1c,250.0,601.076,22.74,0,150.0,30,30,30,30,30,30,30,30,0.0,30,0,0,1.0,11.6,12.0,6.619835513230084,2.9,0.0,30,0,0,1.0,7.466666666666667,8.0,2.2469732728470286,1.8666666666666667,0.0,30,0,0,1.0,15.066666666666666,12.0,12.482877161224579,3.7666666666666666,0.0,30,1.0,36.53333333333333,36.0,30,1.0,6.0,4.0,11.377777777777778,8.0,7.325113238074705
sel16272,q1c,250.0,601.192,32.312,0,150.0,30,30,30,30,30,58,58,58,0.0,30,28,0,1.0,9.866666666666667,12.0,5.71314274283428,2.466666666666667,0.0,30,28,0,1.0,4.266666666666667,4.0,2.515728301881761,1.0666666666666667,0.0,30,28,0,1.0,24.4,24.0,19.46894963782073,6.1,0.0,30,1.0,15.866666666666667,16.0,30,1.0,17.066666666666666,16.0,12.844444444444445,8.0,14.028471930019963
sel16273,q1c,250.0,600.58,25.316,0,150.0,30,30,30,30,30,30,30,30,0.0,30,0,0,1.0,13.866666666666667,12.0,6.510162995057975,3.466666666666667,0.0,30,0,0,1.0,6.133333333333334,8.0,1.9955506062794355,1.5333333333333334,0.0,30,0,0,1.0,8.8,8.0,5.926962872238099,2.2,0.0,30,1.0,28.0,28.0,30,1.0,14.0,16.0,9.6,8.0,5.619015334854795
sel16420,q1c,250.0,600.504,26.292,0,150.0,30,30,30,30,30,30,30,30,0.0,30,0,0,1.0,12.4,12.0,6.053098380168622,3.1,0.0,30,0,0,1.0,2.8,4.0,3.3862466931200785,0.7,0.0,30,0,0,1.0,12.533333333333333,12.0,10.549354903921325,3.1333333333333333,0.0,30,1.0,29.866666666666667,32.0,30,1.0,16.8,16.0,9.244444444444444,8.0,7.627889049928865
sel16483,q1c,250.0,600.532,24.98,0,150.0,30,30,30,30,30,30,30,30,0.0,30,0,0,1.0,7.6,8.0,6.379132647416366,1.9,0.0,30,0,0,1.0,9.866666666666667,12.0,2.472964932132188,2.466666666666667,0.0,30,0,0,1.0,7.6,8.0,5.3814496188294845,1.9,0.0,30,1.0,26.266666666666666,26.0,30,1.0,23.066666666666666,20.0,8.355555555555556,8.0,4.326433252849051
sel16539,q1c,250.0,600.24,29.332,0,150.0,30,30,30,30,30,35,35,35,0.0,30,5,0,1.0,8.4,8.0,3.629508690350987,2.1,0.0,30,5,0,1.0,3.8666666666666667,4.0,2.186829262247563,0.9666666666666667,0.0,30,5,0,1.0,13.6,8.0,23.542302351299455,3.4,0.0,30,1.0,23.066666666666666,24.0,30,1.0,15.733333333333333,16.0,8.622222222222222,8.0,12.116634825980885
sel16773,q1c,250.0,600.544,27.744,0,150.0,30,30,30,30,30,30,30,30,0.1,30,0,0,1.0,16.266666666666666,16.0,6.526527066944222,4.066666666666666,0.0,30,0,0,1.0,5.333333333333333,4.0,2.5991451586157237,1.3333333333333333,0.0,30,0,0,1.0,31.6,32.0,13.959305936264245,7.9,0.0,30,1.0,29.333333333333332,30.0,30,1.0,20.133333333333333,20.0,17.733333333333334,16.0,13.037382150314277
sel16786,q1c,250.0,600.764,29.596,0,150.0,30,30,30,30,30,32,33,33,0.0,30,2,0,1.0,9.466666666666667,8.0,4.318435930853773,2.3666666666666667,0.0,30,3,0,1.0,4.8,4.0,1.9043809142780934,1.2,0.0,30,3,0,1.0,11.6,10.0,16.81745125358378,2.9,0.0,30,1.0,29.733333333333334,32.0,30,1.0,43.2,44.0,8.622222222222222,8.0,8.597903850199998
sel16795,q1c,250.0,601.5,36.316,0,150.0,30,30,30,30,30,60,60,60,0.0,30,30,0,1.0,10.8,10.0,6.571318149520857,2.7,0.0,30,30,0,1.0,12.266666666666667,12.0,2.515728301881761,3.066666666666667,0.0,30,30,0,1.0,16.0,16.0,10.579645026601266,4.0,0.0,30,1.0,28.666666666666668,28.0,30,1.0,30.266666666666666,28.0,13.022222222222222,12.0,7.340871546466973
sel17152,q1c,250.0,600.072,17.188,0,150.0,30,30,30,30,30,31,32,32,0.0,30,1,0,1.0,6.933333333333334,8.0,2.293953404544701,1.7333333333333334,0.0,30,2,0,1.0,3.2,4.0,3.3306655991458123,0.8,0.0,0,32,30,0.0,,,,,0.0,30,1.0,14.0,12.0,30,1.0,11.866666666666667,8.0,5.066666666666666,4.0,3.4149995932975195
sel17453,q1c,250.0,600.464,27.084,0,150.0,30,30,30,30,30,30,30,30,0.06389776357827476,30,0,0,1.0,10.133333333333333,12.0,6.4277177563701064,2.533333333333333,0.0,30,0,0,1.0,6.0,6.0,2.6699979192667715,1.5,0.0,30,0,0,1.0,15.333333333333334,12.0,11.13073822050152,3.8333333333333335,0.0,30,1.0,15.2,16.0,30,1.0,25.333333333333332,24.0,10.488888888888889,8.0,8.101089699601385
sel213,q1c,250.0,600.188,90.0,0,150.0,28,28,28,28,28,164,164,163,0.0,28,136,0,1.0,82.14285714285714,84.0,40.34822910409743,20.535714285714285,0.0,28,136,0,1.0,5.857142857142857,4.0,2.7217941261796645,1.4642857142857142,0.0,26,137,2,0.9285714285714286,66.92307692307692,68.0,31.964847556181788,16.73076923076923,0.0,28,1.0,26.285714285714285,28.0,28,1.0,14.428571428571429,8.0,51.26829268292683,58.0,38.68637145183635
sel221,q1c,250.0,601.452,37.112,0,150.0,0,30,30,30,30,52,52,52,0.0,0,52,0,0.0,,,,,1.0,30,22,0,1.0,3.8666666666666667,4.0,2.669997919266771,0.9666666666666667,0.0,30,22,0,1.0,13.6,12.0,13.542361520634266,3.4,0.0,30,1.0,19.333333333333332,20.0,30,1.0,15.333333333333334,4.0,8.733333333333333,4.0,9.13576609936037
sel223,q1c,250.0,671.02,49.856,0,150.0,31,31,31,31,31,72,72,72,0.0,31,41,0,1.0,7.870967741935484,8.0,8.203448425936688,1.967741935483871,0.0,31,41,0,1.0,0.9032258064516129,0.0,1.7879234142646474,0.22580645161290322,0.0,31,41,0,1.0,20.516129032258064,20.0,15.669850821429952,5.129032258064516,0.0,31,1.0,13.161290322580646,12.0,31,1.0,9.290322580645162,4.0,9.763440860215054,4.0,11.531534929830475
sel230,q1c,250.0,600.12,67.292,0,150.0,50,50,50,50,50,80,80,80,0.0,50,30,0,1.0,7.76,8.0,6.9691893359270995,1.94,0.0,50,30,0,1.0,8.72,8.0,3.2682717145304796,2.18,0.0,50,30,0,1.0,12.24,10.0,16.38750743706925,3.06,0.0,50,1.0,23.36,24.0,50,1.0,14.96,16.0,9.573333333333334,8.0,7.588013940126596
sel231,q1c,250.0,600.856,85.648,0,150.0,50,50,50,50,50,97,98,98,0.0,50,47,0,1.0,7.12,8.0,7.936145159962738,1.78,0.0,50,48,0,1.0,12.8,16.0,5.768882040742383,3.2,0.0,50,48,0,1.0,12.0,8.0,17.21394783308001,3.0,0.0,50,1.0,18.08,16.0,50,1.0,26.72,26.0,10.64,8.0,9.586991185976965
sel232,q1c,250.0,600.532,47.648,0,150.0,0,30,30,30,30,53,53,52,0.0,0,53,0,0.0,,,,,1.0,30,23,0,1.0,2.0,2.0,2.0,0.5,0.0,30,22,0,1.0,10.666666666666666,8.0,16.867588907593035,2.6666666666666665,0.0,30,1.0,23.866666666666667,24.0,30,1.0,74.8,74.0,6.333333333333333,4.0,10.412599205876612
sel233,q1c,250.0,600.532,62.988,0,150.0,30,30,30,30,30,106,107,107,0.0,30,76,0,1.0,8.533333333333333,8.0,8.415858046965067,2.1333333333333333,0.0,30,77,0,1.0,5.866666666666666,4.0,3.6854066562894006,1.4666666666666666,0.0,3,104,27,0.1,122.66666666666667,124.0,11.469767022723502,30.666666666666668,0.0,30,1.0,18.933333333333334,20.0,30,1.0,16.133333333333333,16.0,12.698412698412698,8.0,25.353773032909384
sel30,q1c,250.0,600.9,28.456,0,150.0,30,30,30,30,30,30,30,30,0.0,30,0,0,1.0,7.2,8.0,4.122566622330749,1.8,0.0,30,0,0,1.0,9.466666666666667,8.0,1.9275776393067945,2.3666666666666667,0.0,30,0,0,1.0,4.0,4.0,3.780652501002087,1.0,0.0,30,1.0,15.333333333333334,16.0,30,1.0,17.866666666666667,16.0,6.888888888888889,8.0,3.677089562999654
sel301,q1c,250.0,600.356,39.144,0,150.0,30,30,30,30,30,48,49,49,0.0,30,18,0,1.0,6.4,4.0,8.783823515733655,1.6,0.0,30,19,0,1.0,4.666666666666667,4.0,2.1540659228538015,1.1666666666666667,0.0,30,19,0,1.0,15.466666666666667,14.0,11.853925744476195,3.8666666666666667,0.0,30,1.0,16.4,16.0,30,1.0,20.666666666666668,20.0,8.844444444444445,4.0,8.443157796716044
sel302,q1c,250.0,603.972,20.728,0,150.0,30,30,30,30,30,34,35,34,0.0,30,4,0,1.0,6.666666666666667,8.0,6.2481997407253225,1.6666666666666667,0.0,30,5,0,1.0,6.133333333333334,8.0,2.4729649321321876,1.5333333333333334,0.0,30,4,0,1.0,11.333333333333334,12.0,6.667999866693326,2.8333333333333335,0.0,30,1.0,14.533333333333333,16.0,30,1.0,21.066666666666666,20.0,8.044444444444444,8.0,5.382917653943427
sel306,q1c,250.0,600.444,90.0,0,150.0,30,30,30,30,30,104,104,104,0.0,30,74,0,1.0,28.533333333333335,28.0,12.208558018410237,7.133333333333334,0.0,30,74,0,1.0,11.333333333333334,12.0,3.8758511609996353,2.8333333333333335,0.0,19,85,11,0.6333333333333333,118.52631578947368,120.0,13.31152417645241,29.63157894736842,0.0,30,1.0,11.333333333333334,12.0,30,1.0,5.733333333333333,4.0,43.64556962025316,28.0,43.74929669588293
sel307,q1c,250.0,601.008,32.812,0,150.0,30,30,30,30,30,57,57,57,0.04887218045112782,30,27,0,1.0,11.6,12.0,10.20762242422571,2.9,0.0,30,27,0,1.0,5.6,4.0,1.9595917942265426,1.4,0.0,30,27,0,1.0,20.266666666666666,10.0,29.55552213866114,5.066666666666666,0.0,30,1.0,26.133333333333333,28.0,30,1.0,7.333333333333333,6.0,12.488888888888889,8.0,16.020295769529657
sel308,q1c,250.0,600.6,90.0,0,150.0,36,36,36,36,36,107,107,107,0.0,36,71,0,1.0,38.77777777777778,20.0,52.5651858689009,9.694444444444445,0.0,36,71,0,1.0,16.11111111111111,8.0,21.72868616527782,4.027777777777778,0.0,36,71,0,1.0,17.11111111111111,16.0,10.774913708800584,4.277777777777778,0.0,36,1.0,72.33333333333333,76.0,36,1.0,51.0,56.0,24.0,16.0,27.069184338297685
sel31,q1c,250.0,600.492,25.78,0,150.0,30,30,30,30,30,31,31,30,0.0,30,1,0,1.0,6.8,4.0,8.0718991294215,1.7,0.0,30,1,0,1.0,6.533333333333333,8.0,1.9275776393067945,1.6333333333333333,0.0,30,0,0,1.0,49.46666666666667,32.0,46.51804906580766,12.366666666666667,0.0,30,1.0,7.066666666666666,4.0,30,1.0,30.666666666666668,32.0,20.933333333333334,8.0,28.259433036696887
sel310,q1c,250.0,600.1,18.296,0,150.0,0,30,30,30,30,37,38,38,0.14285714285714285,0,37,0,0.0,,,,,1.0,30,8,0,1.0,3.8666666666666667,4.0,0.7180219742846005,0.9666666666666667,0.0,30,8,0,1.0,6.266666666666667,4.0,5.607930891950157,1.5666666666666667,0.0,30,1.0,26.0,24.0,30,1.0,14.933333333333334,14.0,5.066666666666666,4.0,3.567756842735907
sel32,q1c,250.0,600.792,22.48,0,150.0,30,30,30,30,30,31,31,30,0.0,30,1,0,1.0,6.4,8.0,6.90764471839393,1.6,0.0,30,1,0,1.0,11.733333333333333,12.0,4.373658524495126,2.933333333333333,0.0,30,0,0,1.0,110.8,112.0,9.64157663455516,27.7,0.0,30,1.0,20.666666666666668,24.0,30,1.0,11.066666666666666,12.0,42.977777777777774,12.0,48.45914150149307
sel33,q1c,250.0,601.148,50.56,0,150.0,30,30,30,30,30,53,54,54,0.0,30,23,0,1.0,4.666666666666667,4.0,5.782732917920384,1.1666666666666667,0.0,30,24,0,1.0,10.933333333333334,8.0,3.7142368739157647,2.7333333333333334,0.0,24,30,6,0.8,107.33333333333333,108.0,101.18410063948893,26.833333333333332,0.0,30,1.0,23.6,24.0,30,1.0,26.8,24.0,36.23809523809524,8.0,45.495583000576644
sel34,q1c,250.0,600.388,29.772,0,150.0,30,30,30,30,30,34,35,35,0.0,30,4,0,1.0,8.4,6.0,10.352884729495553,2.1,0.0,30,5,0,1.0,6.8,8.0,1.8330302779823358,1.7,0.0,30,5,0,1.0,8.666666666666666,4.0,21.993534403445835,2.1666666666666665,0.0,30,1.0,21.466666666666665,20.0,30,1.0,11.733333333333333,12.0,7.955555555555556,4.0,13.446115598616503
sel35,q1c,250.0,603.396,90.0,0,150.0,0,30,0,30,30,94,94,93,0.0,0,94,0,0.0,,,,,1.0,30,64,0,1.0,8.4,8.0,2.3888630489558556,2.1,0.0,0,93,0,0.0,,,,,1.0,30,1.0,12.8,12.0,30,1.0,5.066666666666666,4.0,8.4,8.0,2.3888630489558556
sel36,q1c,250.0,600.568,29.78,0,150.0,1,31,31,31,31,31,32,32,0.12350597609561753,0,31,1,0.0,,,,,0.967741935483871,31,1,0,1.0,9.67741935483871,8.0,2.441404893990258,2.4193548387096775,0.0,31,1,0,1.0,34.45161290322581,20.0,44.9328786035858,8.612903225806452,0.0,31,1.0,12.387096774193548,12.0,31,1.0,88.25806451612904,88.0,22.06451612903226,12.0,27.079257010666673
sel37,q1c,250.0,601.92,90.0,0,150.0,0,30,0,30,30,92,92,92,0.0,0,92,0,0.0,,,,,1.0,30,62,0,1.0,8.533333333333333,8.0,8.048740412152837,2.1333333333333333,0.0,0,92,0,0.0,,,,,1.0,30,1.0,33.6,24.0,30,1.0,19.866666666666667,20.0,8.533333333333333,8.0,3.537733109712426
sel38,q1c,250.0,600.392,18.276,0,150.0,30,30,30,30,30,32,32,31,0.0,30,2,0,1.0,23.466666666666665,24.0,11.516172203567566,5.866666666666666,0.0,30,2,0,1.0,18.666666666666668,20.0,6.798692684790379,4.666666666666667,0.0,30,1,0,1.0,6.133333333333334,4.0,6.360992235667499,1.5333333333333334,0.0,30,1.0,80.66666666666667,80.0,30,1.0,78.66666666666667,78.0,16.08888888888889,16.0,10.498300861932579
sel39,q1c,250.0,600.364,26.064,0,150.0,30,30,30,30,30,33,34,34,0.0,30,3,0,1.0,2.6666666666666665,2.0,3.8087618285561864,0.6666666666666666,0.0,30,4,0,1.0,20.133333333333333,16.0,20.659783800094974,5.033333333333333,0.0,30,4,0,1.0,7.866666666666666,6.0,10.536708320069518,1.9666666666666666,0.0,30,1.0,29.333333333333332,16.0,30,1.0,38.93333333333333,40.0,10.222222222222221,8.0,11.77735848310249
sel40,q1c,250.0,600.536,26.32,0,150.0,30,30,30,30,30,30,30,30,0.0,10,20,20,0.3333333333333333,112.4,134.0,50.83148630524195,28.1,0.0,30,0,0,1.0,12.533333333333333,12.0,1.9955506062794355,3.1333333333333333,0.0,30,0,0,1.0,57.2,54.0,24.574241256513567,14.3,0.0,30,1.0,70.66666666666667,70.0,30,1.0,70.8,68.0,45.94285714285714,32.0,42.04347604029691
sel41,q1c,250.0,600.38,20.712,0,150.0,30,30,30,30,30,30,31,31,0.0,30,0,0,1.0,9.733333333333333,4.0,11.458136361943373,2.433333333333333,0.0,30,1,0,1.0,8.266666666666667,8.0,2.048305532764962,2.066666666666667,0.0,30,1,0,1.0,20.4,12.0,17.72330543537394,5.1,0.0,30,1.0,44.13333333333333,44.0,30,1.0,50.8,50.0,12.8,8.0,12.860965921906663
sel42,q1c,250.0,600.02,22.564,0,150.0,30,30,30,30,30,30,31,31,0.0,28,2,2,0.9333333333333333,49.0,68.0,42.03861198897014,12.25,0.0,28,3,2,0.9333333333333333,30.285714285714285,32.0,2.249716535431946,7.571428571428571,0.0,21,10,9,0.7,133.14285714285714,132.0,6.189743546389303,33.285714285714285,0.0,28,0.9333333333333333,25.285714285714285,24.0,28,0.9333333333333333,5.571428571428571,4.0,65.14285714285714,32.0,45.74739061062271
sel43,q1c,250.0,600.452,19.7,0,150.0,30,30,30,30,30,32,32,31,0.0,30,2,0,1.0,4.533333333333333,4.0,6.953815898882826,1.1333333333333333,0.0,30,2,0,1.0,3.3333333333333335,4.0,1.4907119849998596,0.8333333333333334,0.0,8,23,22,0.26666666666666666,32.5,26.0,42.84565322176802,8.125,0.0,30,1.0,71.33333333333333,70.0,30,1.0,34.93333333333333,34.0,7.294117647058823,4.0,14.02420053664527
sel44,q1c,250.0,600.212,25.164,0,150.0,22,30,30,30,30,37,37,37,0.0,22,15,0,1.0,10.363636363636363,8.0,12.80108466478686,2.590909090909091,0.2666666666666667,30,7,0,1.0,10.4,12.0,1.9595917942265426,2.6,0.0,22,15,8,0.7333333333333333,20.0,16.0,25.8923390820624,5.0,0.0,30,1.0,38.93333333333333,32.0,30,1.0,18.8,10.0,13.243243243243244,12.0,12.283597952984396
sel45,q1c,250.0,600.42,28.056,0,150.0,30,30,30,30,30,30,30,30,0.09090909090909091,30,0,0,1.0,6.0,4.0,5.607930891950158,1.5,0.0,30,0,0,1.0,11.733333333333333,12.0,2.048305532764962,2.933333333333333,0.0,30,0,0,1.0,15.2,12.0,20.666236554664067,3.8,0.0,30,1.0,19.6,20.0,30,1.0,29.466666666666665,28.0,10.977777777777778,12.0,12.008309879947282
sel46,q1c,250.0,601.204,64.5,0,150.0,29,30,30,30,30,65,66,66,0.0,26,39,3,0.896551724137931,69.6923076923077,68.0,7.456382040647775,17.423076923076923,0.033333333333333326,30,36,0,1.0,20.8,20.0,7.110555533852471,5.2,0.0,27,39,3,0.9,43.25925925925926,44.0,17.11095077686626,10.814814814814815,0.0,30,1.0,26.666666666666668,28.0,30,1.0,28.0,28.0,43.42168674698795,40.0,23.067277444925086
sel47,q1c,250.0,601.052,31.584,0,150.0,30,30,30,30,30,30,31,31,0.08333333333333333,30,0,0,1.0,37.2,44.0,19.39026101480385,9.3,0.0,30,1,0,1.0,12.0,12.0,3.0983866769659336,3.0,0.0,28,3,2,0.9333333333333333,123.42857142857143,124.0,9.363411204670822,30.857142857142858,0.0,30,1.0,6.533333333333333,6.0,30,1.0,39.2,40.0,56.04545454545455,44.0,48.510521138790345
sel48,q1c,250.0,600.04,19.616,0,150.0,30,30,30,30,30,31,32,32,0.0,30,1,0,1.0,5.6,4.0,7.370813312578801,1.4,0.0,30,2,0,1.0,4.4,4.0,1.2000000000000002,1.1,0.0,30,2,0,1.0,14.8,12.0,15.844241856270687,3.7,0.0,30,1.0,20.666666666666668,20.0,30,1.0,7.333333333333333,6.0,8.266666666666667,4.0,9.592589732589305
