record,annotator,fs,window_start_s,window_seconds,lead,tolerance_ms,n_ref_p,n_ref_r,n_ref_t,n_ref_qrs_onset,n_ref_qrs_offset,n_pred_p,n_pred_r,n_pred_t,unmapped_rate,p_matched,p_false_positive,p_missing,p_coverage,p_mae_ms,p_median_ae_ms,p_std_ms,p_mae_samples,p_unavailable_rate,r_matched,r_false_positive,r_missing,r_coverage,r_mae_ms,r_median_ae_ms,r_std_ms,r_mae_samples,r_unavailable_rate,t_matched,t_false_positive,t_missing,t_coverage,t_mae_ms,t_median_ae_ms,t_std_ms,t_mae_samples,t_unavailable_rate,q_vs_qrs_onset_approx_matched,q_vs_qrs_onset_approx_coverage,q_vs_qrs_onset_approx_mae_ms,q_vs_qrs_onset_approx_median_ae_ms,s_vs_qrs_offset_approx_matched,s_vs_qrs_offset_approx_coverage,s_vs_qrs_offset_approx_mae_ms,s_vs_qrs_offset_approx_median_ae_ms,overall_mae_ms,overall_median_ae_ms,overall_std_ms
sel49,q1c,250.0,600.544,35.956,0,150.0,30,30,30,30,30,33,33,33,0.0,30,3,0,1.0,4.933333333333334,4.0,5.068420748999523,1.2333333333333334,0.0,30,3,0,1.0,1.3333333333333333,0.0,2.0483055327649624,0.3333333333333333,0.0,16,17,14,0.5333333333333333,135.0,138.0,10.14889156509222,33.75,0.0,30,1.0,10.933333333333334,12.0,30,1.0,15.733333333333333,16.0,30.894736842105264,4.0,54.043252402070564
sel50,q1c,250.0,601.872,90.0,0,150.0,0,30,30,30,30,97,103,102,0.1220472440944882,0,97,0,0.0,,,,,1.0,30,73,0,1.0,4.933333333333334,4.0,2.6699979192667715,1.2333333333333334,0.0,25,77,5,0.8333333333333334,114.56,124.0,77.5387799749261,28.64,0.0,30,1.0,12.533333333333333,12.0,30,1.0,28.0,28.0,54.763636363636365,8.0,58.757425414344986
sel51,q1c,250.0,601.344,36.576,0,150.0,30,30,30,30,30,30,30,30,0.0,30,0,0,1.0,4.933333333333334,4.0,6.255308856394613,1.2333333333333334,0.0,30,0,0,1.0,0.5333333333333333,0.0,1.436043948569201,0.13333333333333333,0.0,30,0,0,1.0,15.6,14.0,14.484321025010303,3.9,0.0,30,1.0,19.333333333333332,20.0,30,1.0,12.0,12.0,7.022222222222222,4.0,9.546352157037411
sel52,q1c,250.0,600.544,19.704,0,150.0,30,30,30,30,30,31,32,31,0.0,30,1,0,1.0,10.933333333333334,8.0,17.24902573738264,2.7333333333333334,0.0,30,2,0,1.0,6.133333333333334,8.0,1.9955506062794357,1.5333333333333334,0.0,30,1,0,1.0,96.53333333333333,88.0,29.09723163616925,24.133333333333333,0.0,30,1.0,22.266666666666666,24.0,30,1.0,9.866666666666667,8.0,37.86666666666667,8.0,45.471163023026655
sel803,q1c,250.0,600.18,32.648,0,150.0,30,30,30,30,30,36,36,36,0.0,30,6,0,1.0,9.2,8.0,7.116803277377343,2.3,0.0,30,6,0,1.0,4.0,4.0,2.293953404544701,1.0,0.0,30,6,0,1.0,7.6,8.0,9.207726224330425,1.9,0.0,30,1.0,26.933333333333334,28.0,30,1.0,12.0,8.0,6.933333333333334,4.0,5.259488779550939
sel808,q1c,250.0,600.456,31.228,0,150.0,30,30,30,30,30,30,30,30,0.1,30,0,0,1.0,16.533333333333335,12.0,12.208558018410237,4.133333333333334,0.0,30,0,0,1.0,5.733333333333333,8.0,2.6699979192667715,1.4333333333333333,0.0,14,16,16,0.4666666666666667,138.0,138.0,7.9642056370093455,34.5,0.0,30,1.0,27.733333333333334,28.0,30,1.0,15.066666666666666,14.0,35.13513513513514,8.0,50.67445764301944
sel811,q1c,250.0,600.664,38.328,0,150.0,30,30,30,30,30,30,31,31,0.0,30,0,0,1.0,14.666666666666666,14.0,8.964126034118195,3.6666666666666665,0.0,30,1,0,1.0,4.933333333333334,4.0,2.2350739485653612,1.2333333333333334,0.0,30,1,0,1.0,9.6,8.0,10.062913207527043,2.4,0.0,30,1.0,24.666666666666668,24.0,30,1.0,10.933333333333334,8.0,9.733333333333333,8.0,7.956548665512369
sel820,q1c,250.0,600.4,32.912,0,150.0,30,30,30,30,30,42,43,43,0.0,30,12,0,1.0,14.0,12.0,15.216949614017771,3.5,0.0,30,13,0,1.0,10.133333333333333,10.0,2.246973272847029,2.533333333333333,0.0,30,13,0,1.0,95.86666666666666,96.0,17.45037408067677,23.966666666666665,0.0,30,1.0,27.866666666666667,28.0,30,1.0,35.733333333333334,40.0,40.0,12.0,41.05281151557507
sel821,q1c,250.0,600.156,17.92,0,150.0,26,30,30,30,30,31,31,31,0.0,26,5,0,1.0,38.61538461538461,30.0,52.36580482330907,9.653846153846153,0.1333333333333333,30,1,0,1.0,2.6666666666666665,4.0,3.85515527861359,0.6666666666666666,0.0,30,1,0,1.0,11.2,12.0,9.039174003561756,2.8,0.0,30,1.0,26.8,28.0,30,1.0,18.533333333333335,20.0,16.511627906976745,8.0,25.69804272071125
sel840,q1c,250.0,600.484,90.0,0,150.0,32,50,50,50,50,115,115,114,0.0,32,83,0,1.0,14.25,12.0,17.942616865998115,3.5625,0.36,50,65,0,1.0,10.72,12.0,6.5600000000000005,2.68,0.0,50,64,0,1.0,8.16,8.0,8.001599840031991,2.04,0.0,50,1.0,22.48,16.0,50,1.0,16.24,16.0,10.606060606060606,8.0,8.35550768796245
sel847,q1c,250.0,600.46,90.0,0,150.0,30,30,30,30,30,84,85,85,0.0,30,54,0,1.0,11.6,12.0,10.550197470505786,2.9,0.0,30,55,0,1.0,8.533333333333333,8.0,3.8273866918419523,2.1333333333333333,0.0,30,55,0,1.0,9.466666666666667,8.0,6.544208635630948,2.3666666666666667,0.0,30,1.0,9.466666666666667,8.0,30,1.0,4.8,4.0,9.866666666666667,8.0,7.499925925560124
sel853,q1c,250.0,600.504,24.956,0,150.0,30,30,30,30,30,30,30,30,0.0,30,0,0,1.0,11.466666666666667,12.0,6.829999186595039,2.8666666666666667,0.0,30,0,0,1.0,17.066666666666666,16.0,2.5157283018817616,4.266666666666667,0.0,30,0,0,1.0,102.93333333333334,102.0,8.698403429493382,25.733333333333334,0.0,30,1.0,10.533333333333333,10.0,30,1.0,28.666666666666668,28.0,43.82222222222222,18.0,42.369427598938934
sel871,q1c,250.0,601.116,90.0,0,150.0,51,51,51,51,51,93,93,93,0.0,51,42,0,1.0,10.901960784313726,12.0,5.865072657518406,2.7254901960784315,0.0,51,42,0,1.0,12.941176470588236,12.0,14.953059964662922,3.235294117647059,0.0,51,42,0,1.0,8.313725490196079,8.0,9.371154215682415,2.0784313725490198,0.0,51,1.0,74.19607843137256,84.0,51,1.0,22.19607843137255,20.0,10.718954248366012,8.0,7.020471946912395
sel872,q1c,250.0,600.332,28.092,0,150.0,30,30,30,30,30,30,30,30,0.0,30,0,0,1.0,7.6,4.0,7.978860960201163,1.9,0.0,30,0,0,1.0,4.266666666666667,4.0,2.293953404544701,1.0666666666666667,0.0,30,0,0,1.0,8.533333333333333,8.0,7.356327586204652,2.1333333333333333,0.0,30,1.0,21.866666666666667,20.0,30,1.0,9.2,8.0,6.8,4.0,4.933333333333333
sel873,q1c,250.0,600.512,90.0,0,150.0,30,30,30,30,30,84,84,84,0.0,30,54,0,1.0,12.666666666666666,8.0,15.824032355881986,3.1666666666666665,0.0,30,54,0,1.0,5.866666666666666,6.0,2.246973272847029,1.4666666666666666,0.0,30,54,0,1.0,8.666666666666666,8.0,7.571877794400365,2.1666666666666665,0.0,30,1.0,16.666666666666668,18.0,30,1.0,6.266666666666667,4.0,9.066666666666666,8.0,7.584780081774874
sel883,q1c,250.0,601.172,31.192,0,150.0,30,30,30,30,30,30,31,31,0.0,30,0,0,1.0,7.6,8.0,8.142071808411748,1.9,0.0,30,1,0,1.0,6.133333333333334,6.0,2.8720878971384023,1.5333333333333334,0.0,30,1,0,1.0,113.46666666666667,114.0,10.855822810311933,28.366666666666667,0.0,30,1.0,15.6,16.0,30,1.0,9.333333333333334,8.0,42.4,8.0,50.7781230233826
sel891,q1c,250.0,600.152,90.0,0,150.0,57,70,70,70,70,125,126,126,0.0,56,69,1,0.9824561403508771,9.785714285714286,8.0,14.35820891564495,2.4464285714285716,0.18571428571428572,70,56,0,1.0,17.885714285714286,20.0,3.495069413342407,4.4714285714285715,0.0,70,56,0,1.0,7.485714285714286,8.0,5.252482406307653,1.8714285714285714,0.0,70,1.0,21.142857142857142,20.0,70,1.0,53.31428571428572,56.0,11.857142857142858,12.0,8.054660205148828
sele0104,q1c,250.0,600.732,32.492,0,150.0,30,30,30,30,30,30,31,31,0.016129032258064516,30,0,0,1.0,13.733333333333333,12.0,3.9575525545748884,3.433333333333333,0.0,30,1,0,1.0,8.0,8.0,2.5298221281347035,2.0,0.0,26,5,4,0.8666666666666667,126.0,132.0,19.159251631442267,31.5,0.0,30,1.0,40.266666666666666,40.0,30,1.0,4.533333333333333,4.0,45.674418604651166,12.0,54.04034708469286
sele0106,q1c,250.0,600.588,31.764,0,150.0,30,30,30,30,30,30,31,31,0.08074534161490683,30,0,0,1.0,8.0,8.0,9.906226997870245,2.0,0.0,30,1,0,1.0,16.133333333333333,16.0,2.6297443897754693,4.033333333333333,0.0,30,1,0,1.0,24.933333333333334,24.0,21.45009712487724,6.233333333333333,0.0,30,1.0,48.4,48.0,30,1.0,14.666666666666666,16.0,16.355555555555554,16.0,14.093584916637395
sele0107,q1c,250.0,600.964,90.0,0,150.0,30,30,30,30,30,79,79,79,0.0641025641025641,23,56,7,0.7666666666666667,143.65217391304347,144.0,4.399690657625571,35.91304347826087,0.0,30,49,0,1.0,5.066666666666666,4.0,2.5157283018817616,1.2666666666666666,0.0,30,49,0,1.0,86.26666666666667,84.0,13.99746008706183,21.566666666666666,0.0,30,1.0,36.13333333333333,36.0,30,1.0,43.86666666666667,44.0,72.81927710843374,80.0,56.50975916959068
sele0110,q1c,250.0,601.064,29.304,0,150.0,30,30,30,30,30,30,30,30,0.0,30,0,0,1.0,50.266666666666666,48.0,41.428921728130405,12.566666666666666,0.0,30,0,0,1.0,2.4,4.0,3.5777087639996634,0.6,0.0,30,0,0,1.0,16.8,16.0,12.410748030101434,4.2,0.0,30,1.0,53.333333333333336,54.0,30,1.0,10.933333333333334,12.0,23.155555555555555,16.0,22.896827102418026
sele0111,q1c,250.0,601.132,30.128,0,150.0,30,30,30,30,30,30,31,31,0.1,30,0,0,1.0,14.266666666666667,12.0,15.377328188675111,3.566666666666667,0.0,30,1,0,1.0,14.266666666666667,16.0,14.608977452998626,3.566666666666667,0.0,30,1,0,1.0,39.733333333333334,36.0,30.896529830315178,9.933333333333334,0.0,30,1.0,30.0,26.0,30,1.0,19.866666666666667,20.0,22.755555555555556,16.0,16.74535498519655
sele0112,q1c,250.0,601.324,90.0,0,150.0,30,30,30,30,30,88,90,90,0.1,29,59,1,0.9666666666666667,115.03448275862068,116.0,12.634061128335984,28.75862068965517,0.0,30,60,0,1.0,8.0,4.0,9.794329425177045,2.0,0.0,19,71,11,0.6333333333333333,140.42105263157896,144.0,7.095705072148513,35.10526315789474,0.0,30,1.0,41.46666666666667,44.0,30,1.0,20.8,26.0,80.05128205128206,110.0,58.5692440151842
sele0114,q1c,250.0,602.428,42.364,0,150.0,30,30,30,30,30,30,31,31,0.08645533141210375,30,0,0,1.0,30.8,22.0,36.429292243102026,7.7,0.0,30,1,0,1.0,2.1333333333333333,4.0,1.9955506062794355,0.5333333333333333,0.0,29,2,1,0.9666666666666667,84.96551724137932,84.0,8.70387451822538,21.24137931034483,0.0,30,1.0,37.333333333333336,36.0,30,1.0,35.2,36.0,38.78651685393258,20.0,37.37164457452698
sele0116,q1c,250.0,601.86,48.252,0,150.0,30,30,30,30,30,41,41,41,0.0,21,20,9,0.7,78.47619047619048,76.0,37.999880653828576,19.61904761904762,0.0,30,11,0,1.0,5.466666666666667,4.0,2.4184476196289406,1.3666666666666667,0.0,29,12,1,0.9666666666666667,60.13793103448276,60.0,22.096534504276732,15.03448275862069,0.0,30,1.0,10.666666666666666,8.0,30,1.0,42.266666666666666,44.0,44.45,46.0,35.97773617113784
sele0121,q1c,250.0,600.328,19.308,0,150.0,30,30,30,30,30,31,32,31,0.0,30,1,0,1.0,8.8,8.0,3.7806525010020864,2.2,0.0,30,2,0,1.0,4.0,4.0,1.4605934866804429,1.0,0.0,30,1,0,1.0,10.0,8.0,4.09878030638384,2.5,0.0,30,1.0,28.8,30.0,30,1.0,10.533333333333333,8.0,7.6,8.0,4.2184778718817
sele0122,q1c,250.0,600.228,20.26,0,150.0,30,30,30,30,30,31,32,31,0.09731543624161074,30,1,0,1.0,9.733333333333333,8.0,4.090096440047458,2.433333333333333,0.0,30,2,0,1.0,9.866666666666667,8.0,1.9955506062794357,2.466666666666667,0.0,30,1,0,1.0,8.8,8.0,5.339995838533543,2.2,0.0,30,1.0,35.733333333333334,36.0,30,1.0,18.666666666666668,20.0,9.466666666666667,8.0,3.885013942488924
sele0124,q1c,250.0,600.856,43.336,0,150.0,50,50,50,50,50,52,54,54,0.0,49,3,1,0.98,15.591836734693878,16.0,9.512218408030055,3.8979591836734695,0.0,50,4,0,1.0,4.8,4.0,3.0983866769659336,1.2,0.0,50,4,0,1.0,17.68,16.0,19.816922061712813,4.42,0.0,50,1.0,24.64,24.0,50,1.0,15.28,16.0,12.671140939597315,8.0,10.960847315150508
sele0126,q1c,250.0,600.18,29.588,0,150.0,30,30,30,30,30,30,30,30,0.1,30,0,0,1.0,9.2,8.0,6.56048778674269,2.3,0.0,30,0,0,1.0,1.7333333333333334,0.0,2.462158041682585,0.43333333333333335,0.0,30,0,0,1.0,7.333333333333333,8.0,8.600775158864074,1.8333333333333333,0.0,30,1.0,4.266666666666667,4.0,30,1.0,23.733333333333334,24.0,6.088888888888889,4.0,5.664008090947697
sele0129,q1c,250.0,600.852,43.872,0,150.0,30,30,30,30,30,34,34,34,0.0,30,4,0,1.0,51.46666666666667,56.0,48.68109375197818,12.866666666666667,0.0,30,4,0,1.0,6.4,4.0,6.984427121978024,1.6,0.0,30,4,0,1.0,18.133333333333333,18.0,26.18769855400729,4.533333333333333,0.0,30,1.0,53.46666666666667,56.0,30,1.0,35.2,36.0,25.333333333333332,14.0,26.812932203198766
sele0133,q1c,250.0,601.24,32.232,0,150.0,30,30,30,30,30,30,30,30,0.0,30,0,0,1.0,13.6,12.0,6.953815898882824,3.4,0.0,30,0,0,1.0,8.4,4.0,11.523116862299982,2.1,0.0,30,0,0,1.0,18.266666666666666,20.0,11.063453348751466,4.566666666666666,0.0,30,1.0,60.13333333333333,58.0,30,1.0,31.2,36.0,13.422222222222222,12.0,10.436024975245633
sele0136,q1c,250.0,600.188,34.108,0,150.0,30,30,30,30,30,31,32,32,0.0429042904290429,30,1,0,1.0,8.4,8.0,9.372299611087985,2.1,0.0,30,2,0,1.0,9.2,8.0,2.7616420236277306,2.3,0.0,30,2,0,1.0,12.133333333333333,8.0,20.37383943524964,3.033333333333333,0.0,30,1.0,20.533333333333335,22.0,30,1.0,6.266666666666667,4.0,9.911111111111111,8.0,10.349068068021545
sele0166,q1c,250.0,601.608,90.0,0,150.0,35,35,35,35,35,78,78,78,0.0,35,43,0,1.0,8.342857142857143,8.0,6.448793590704405,2.085714285714286,0.0,35,43,0,1.0,11.2,12.0,7.240701285237558,2.8,0.0,35,43,0,1.0,5.942857142857143,4.0,6.793994947520846,1.4857142857142858,0.0,35,1.0,5.0285714285714285,4.0,35,1.0,43.77142857142857,44.0,8.495238095238095,8.0,6.359280896039994
sele0170,q1c,250.0,600.484,31.452,0,150.0,30,30,30,30,30,30,31,31,0.0,30,0,0,1.0,16.533333333333335,16.0,5.536143864540452,4.133333333333334,0.0,30,1,0,1.0,3.8666666666666667,4.0,0.7180219742846004,0.9666666666666667,0.0,30,1,0,1.0,11.066666666666666,8.0,15.202923695424143,2.7666666666666666,0.0,30,1.0,29.333333333333332,30.0,30,1.0,10.666666666666666,12.0,10.488888888888889,8.0,9.306203957509497
sele0203,q1c,250.0,600.356,23.092,0,150.0,30,30,30,30,30,30,31,31,0.0,30,0,0,1.0,21.866666666666667,16.0,29.13752830209789,5.466666666666667,0.0,30,1,0,1.0,4.4,4.0,2.1540659228538015,1.1,0.0,28,3,2,0.9333333333333333,126.57142857142857,124.0,10.040733366174617,31.642857142857142,0.0,30,1.0,14.266666666666667,12.0,30,1.0,26.933333333333334,28.0,49.22727272727273,16.0,54.80662851266825
sele0210,q1c,250.0,600.428,25.98,0,150.0,30,30,30,30,30,30,30,30,0.0,30,0,0,1.0,8.0,8.0,6.923069325731824,2.0,0.0,30,0,0,1.0,5.2,4.0,2.1039645117412666,1.3,0.0,30,0,0,1.0,8.933333333333334,8.0,8.74426796377045,2.2333333333333334,0.0,30,1.0,18.933333333333334,20.0,30,1.0,6.666666666666667,6.0,7.377777777777778,8.0,5.330369546867537
sele0211,q1c,250.0,600.02,18.168,0,150.0,30,30,30,30,30,32,32,32,0.0,30,2,0,1.0,7.733333333333333,8.0,5.3065996645686395,1.9333333333333333,0.0,30,2,0,1.0,1.3333333333333333,0.0,2.4729649321321876,0.3333333333333333,0.0,30,2,0,1.0,8.0,6.0,8.820178884555322,2.0,0.0,30,1.0,26.933333333333334,24.0,30,1.0,7.066666666666666,8.0,5.688888888888889,4.0,5.332592541145117
sele0303,q1c,250.0,600.936,26.684,0,150.0,30,30,30,30,30,30,30,30,0.0,30,0,0,1.0,10.266666666666667,4.0,23.742694782933878,2.566666666666667,0.0,30,0,0,1.0,2.1333333333333333,0.0,2.6799668322989043,0.5333333333333333,0.0,30,0,0,1.0,7.6,8.0,6.506065546003121,1.9,0.0,30,1.0,10.533333333333333,12.0,30,1.0,14.266666666666667,16.0,6.666666666666667,4.0,13.15885844424035
sele0405,q1c,250.0,600.368,20.604,0,150.0,30,30,30,30,30,31,31,30,0.0,30,1,0,1.0,15.333333333333334,12.0,12.206373562838209,3.8333333333333335,0.0,30,1,0,1.0,5.333333333333333,4.0,1.8856180831641265,1.3333333333333333,0.0,30,0,0,1.0,8.133333333333333,8.0,8.563488385776752,2.033333333333333,0.0,30,1.0,20.533333333333335,20.0,30,1.0,4.666666666666667,4.0,9.6,8.0,7.770027884977848
sele0406,q1c,250.0,601.132,90.0,0,150.0,30,30,30,30,30,94,94,94,0.030303030303030304,30,64,0,1.0,10.4,12.0,3.2,2.6,0.0,30,64,0,1.0,5.466666666666667,4.0,2.8252826800556123,1.3666666666666667,0.0,30,64,0,1.0,6.533333333333333,4.0,5.131168374638361,1.6333333333333333,0.0,30,1.0,19.6,20.0,30,1.0,10.666666666666666,12.0,7.466666666666667,8.0,4.008879034232776
sele0409,q1c,250.0,600.02,14.988,0,150.0,30,30,30,30,30,32,32,32,0.0,30,2,0,1.0,79.2,80.0,5.406169315390211,19.8,0.0,30,2,0,1.0,4.133333333333334,4.0,1.2578641509408806,1.0333333333333334,0.0,30,2,0,1.0,6.666666666666667,8.0,5.094659513211413,1.6666666666666667,0.0,30,1.0,10.133333333333333,10.0,30,1.0,21.2,20.0,30.0,8.0,35.07579095488954
sele0411,q1c,250.0,600.364,23.324,0,150.0,30,30,30,30,30,30,30,30,0.0,30,0,0,1.0,12.933333333333334,12.0,6.667999866693327,3.2333333333333334,0.0,30,0,0,1.0,3.066666666666667,4.0,2.462158041682585,0.7666666666666667,0.0,30,0,0,1.0,6.133333333333334,4.0,8.026622369755954,1.5333333333333334,0.0,30,1.0,24.133333333333333,24.0,30,1.0,20.0,20.0,7.377777777777778,4.0,6.556723059879121
sele0509,q1c,250.0,600.344,26.712,0,150.0,30,30,30,30,30,30,30,30,0.0,30,0,0,1.0,5.866666666666666,4.0,7.995554320301307,1.4666666666666666,0.0,30,0,0,1.0,0.8,0.0,1.6000000000000003,0.2,0.0,30,0,0,1.0,6.266666666666667,4.0,7.309050705955064,1.5666666666666667,0.0,30,1.0,27.066666666666666,28.0,30,1.0,46.666666666666664,46.0,4.311111111111111,4.0,5.307530173556235
sele0603,q1c,250.0,600.636,33.176,0,150.0,30,30,30,30,30,30,31,31,0.1,30,0,0,1.0,10.933333333333334,8.0,7.973288740120561,2.7333333333333334,0.0,30,1,0,1.0,11.066666666666666,12.0,2.862788073811185,2.7666666666666666,0.0,30,1,0,1.0,6.533333333333333,6.0,7.978860960201163,1.6333333333333333,0.0,30,1.0,29.066666666666666,28.0,30,1.0,26.666666666666668,24.0,9.511111111111111,8.0,5.285713332379912
sele0604,q1c,250.0,600.288,23.944,0,150.0,30,30,30,30,30,29,33,33,0.1,29,0,1,0.9666666666666667,7.862068965517241,8.0,8.337700005355815,1.9655172413793103,0.0,30,3,0,1.0,17.2,16.0,15.733898294941262,4.3,0.0,30,3,0,1.0,12.0,8.0,17.820836743043863,3.0,0.0,30,1.0,26.266666666666666,28.0,30,1.0,17.2,16.0,12.404494382022472,12.0,10.351919000433758
sele0606,q1c,250.0,600.568,20.632,0,150.0,30,30,30,30,30,32,32,31,0.0,30,2,0,1.0,6.933333333333334,8.0,5.259488779550939,1.7333333333333334,0.0,30,2,0,1.0,6.0,6.0,2.0,1.5,0.0,30,1,0,1.0,6.4,4.0,8.283853102404837,1.6,0.0,30,1.0,18.533333333333335,20.0,30,1.0,18.8,20.0,6.444444444444445,4.0,4.721372472564663
sele0607,q1c,250.0,600.264,21.8,0,150.0,30,30,30,30,30,30,30,30,0.012195121951219513,30,0,0,1.0,18.666666666666668,20.0,8.964126034118193,4.666666666666667,0.0,30,0,0,1.0,3.6,4.0,1.1999999999999997,0.9,0.0,30,0,0,1.0,69.86666666666666,74.0,13.012131092006243,17.466666666666665,0.0,30,1.0,18.0,18.0,30,1.0,3.8666666666666667,4.0,30.711111111111112,20.0,29.801284254371936
sele0609,q1c,250.0,600.656,25.06,0,150.0,30,30,30,30,30,30,30,30,0.0,30,0,0,1.0,4.4,4.0,6.0,1.1,0.0,30,0,0,1.0,1.6,0.0,1.9595917942265426,0.4,0.0,30,0,0,1.0,7.866666666666666,8.0,4.882622246293482,1.9666666666666666,0.0,30,1.0,25.6,26.0,30,1.0,17.333333333333332,16.0,4.622222222222222,4.0,4.615379550487883
sele0612,q1c,250.0,601.12,38.384,0,150.0,30,30,30,30,30,30,30,30,0.0,30,0,0,1.0,9.066666666666666,8.0,6.191032941996745,2.2666666666666666,0.0,30,0,0,1.0,5.733333333333333,4.0,1.982142499642467,1.4333333333333333,0.0,30,0,0,1.0,12.0,12.0,11.611488563774529,3.0,0.0,30,1.0,22.266666666666666,22.0,30,1.0,15.466666666666667,16.0,8.933333333333334,8.0,5.499090833947007
sele0704,q1c,250.0,600.232,24.984,0,150.0,30,30,30,30,30,30,30,30,0.09119496855345911,30,0,0,1.0,12.666666666666666,12.0,5.172577264338886,3.1666666666666665,0.0,30,0,0,1.0,19.066666666666666,16.0,21.90119225572485,4.766666666666667,0.0,30,0,0,1.0,10.266666666666667,8.0,5.334999739664681,2.566666666666667,0.0,30,1.0,40.266666666666666,24.0,30,1.0,77.33333333333333,78.0,14.0,12.0,8.60490816014003
